2025-04-14 11:46:33, CO2=946, PM2.5=11.3
2025-04-16 12:30:32, CO2=1138, PM2.5=14.2
2025-04-16 12:31:06, CO2=1137, PM2.5=14.0
2025-04-16 12:31:39, CO2=1139, PM2.5=14.1
2025-04-16 12:32:12, CO2=1142, PM2.5=14.7
2025-04-16 12:32:45, CO2=1150, PM2.5=14.2
2025-04-16 12:33:18, CO2=1149, PM2.5=13.9
2025-04-16 12:33:51, CO2=1142, PM2.5=14.6
2025-04-16 12:34:24, CO2=1140, PM2.5=14.7
2025-04-16 12:34:56, CO2=1140, PM2.5=14.5
2025-04-16 12:35:30, CO2=1141, PM2.5=15.5
2025-04-16 12:36:03, CO2=1141, PM2.5=16.9
2025-04-16 12:36:35, CO2=1140, PM2.5=15.7
2025-04-16 12:37:08, CO2=1140, PM2.5=15.2
2025-04-16 12:37:41, CO2=1140, PM2.5=16.9
2025-04-16 12:38:14, CO2=1139, PM2.5=16.6
2025-04-16 12:38:47, CO2=1138, PM2.5=16.1
2025-04-16 12:39:20, CO2=1137, PM2.5=14.6
2025-04-16 12:39:53, CO2=1138, PM2.5=17.1
2025-04-16 12:40:26, CO2=1139, PM2.5=15.9
2025-04-16 12:40:59, CO2=1137, PM2.5=17.4
2025-04-16 12:41:32, CO2=1136, PM2.5=17.2
2025-04-16 12:42:05, CO2=1132, PM2.5=16.8
2025-04-16 12:42:38, CO2=1133, PM2.5=16.6
2025-04-16 12:43:12, CO2=1133, PM2.5=17.2
2025-04-16 12:43:44, CO2=1133, PM2.5=16.7
2025-04-16 12:44:18, CO2=1135, PM2.5=16.4
2025-04-16 12:44:51, CO2=1133, PM2.5=16.3
2025-04-16 12:45:24, CO2=1133, PM2.5=17.9
2025-04-16 12:45:57, CO2=1133, PM2.5=18.7
2025-04-16 12:46:30, CO2=1133, PM2.5=17.7
2025-04-16 12:47:04, CO2=1133, PM2.5=16.2
2025-04-16 12:48:57, CO2=1138, PM2.5=17.0
2025-04-16 12:49:33, CO2=1138, PM2.5=16.6
2025-04-16 12:50:06, CO2=1139, PM2.5=18.0
2025-04-16 12:50:39, CO2=1138, PM2.5=17.2
2025-04-16 12:51:12, CO2=1139, PM2.5=17.5
2025-04-16 12:51:45, CO2=1139, PM2.5=16.9
2025-04-16 12:52:18, CO2=1140, PM2.5=16.4
2025-04-16 12:52:51, CO2=1140, PM2.5=18.0
2025-04-16 12:53:24, CO2=1141, PM2.5=19.0
2025-04-16 12:53:57, CO2=1141, PM2.5=17.2
2025-04-16 12:54:30, CO2=1141, PM2.5=16.2
2025-04-16 12:55:03, CO2=1139, PM2.5=17.2
2025-04-16 12:55:36, CO2=1139, PM2.5=16.2
2025-04-16 12:56:09, CO2=1137, PM2.5=18.0
2025-04-16 12:56:43, CO2=1140, PM2.5=15.6
2025-04-16 12:57:16, CO2=1140, PM2.5=16.1
2025-04-16 12:57:49, CO2=1140, PM2.5=15.7
2025-04-16 12:58:22, CO2=1140, PM2.5=16.7
2025-04-16 12:58:55, CO2=1139, PM2.5=17.7
2025-04-16 12:59:28, CO2=1137, PM2.5=16.5
2025-04-16 13:00:01, CO2=1135, PM2.5=16.6
2025-04-16 13:00:35, CO2=1140, PM2.5=18.7
2025-04-16 13:01:08, CO2=1141, PM2.5=16.7
2025-04-17 09:20:21, CO2=845, PM2.5=19.7
2025-04-17 09:20:57, CO2=853, PM2.5=17.0
2025-04-17 09:21:30, CO2=851, PM2.5=16.8
2025-04-17 09:22:06, CO2=852, PM2.5=17.0
2025-04-17 09:22:39, CO2=851, PM2.5=17.5
2025-04-17 09:23:13, CO2=856, PM2.5=16.8
2025-04-17 09:23:46, CO2=858, PM2.5=17.1
2025-04-17 09:24:22, CO2=857, PM2.5=16.6
2025-04-17 09:24:55, CO2=863, PM2.5=16.8
2025-04-17 09:25:28, CO2=869, PM2.5=17.5
2025-04-17 09:26:01, CO2=870, PM2.5=16.8
2025-04-17 09:26:35, CO2=871, PM2.5=17.5
2025-04-17 09:27:08, CO2=871, PM2.5=16.5
2025-04-17 09:27:41, CO2=869, PM2.5=16.5
2025-04-17 09:28:14, CO2=868, PM2.5=18.2
2025-04-17 09:28:47, CO2=871, PM2.5=16.6
2025-04-17 09:29:20, CO2=874, PM2.5=16.5
2025-04-17 09:29:53, CO2=875, PM2.5=16.7
2025-04-17 09:30:28, CO2=874, PM2.5=16.6
2025-04-17 10:25:10, CO2=1036, PM2.5=16.0
2025-04-17 10:25:45, CO2=1027, PM2.5=15.8
2025-04-17 10:26:19, CO2=1020, PM2.5=16.0
2025-04-17 10:26:52, CO2=1018, PM2.5=14.6
2025-04-17 10:27:25, CO2=1018, PM2.5=15.8
2025-04-17 10:27:58, CO2=1016, PM2.5=15.2
2025-04-17 10:28:31, CO2=1014, PM2.5=14.7
2025-04-17 10:29:04, CO2=1019, PM2.5=14.9
2025-04-17 10:29:37, CO2=1022, PM2.5=14.8
2025-04-17 10:30:12, CO2=1027, PM2.5=14.9
2025-04-17 10:30:46, CO2=1028, PM2.5=15.6
2025-04-17 10:31:20, CO2=1030, PM2.5=14.9
2025-04-17 10:31:53, CO2=1032, PM2.5=15.4
2025-04-17 10:32:29, CO2=1032, PM2.5=14.9
2025-04-17 10:33:05, CO2=1033, PM2.5=14.9
2025-04-17 10:33:38, CO2=1032, PM2.5=14.4
2025-04-17 10:34:11, CO2=1032, PM2.5=14.8
2025-04-17 10:34:45, CO2=1034, PM2.5=15.1
2025-04-17 10:35:19, CO2=1035, PM2.5=14.6
2025-04-17 10:35:52, CO2=1036, PM2.5=15.7
2025-04-17 10:36:26, CO2=1036, PM2.5=16.4
2025-04-17 10:36:59, CO2=1036, PM2.5=15.5
2025-04-17 10:37:32, CO2=1038, PM2.5=14.7
2025-04-17 10:38:07, CO2=1038, PM2.5=14.9
2025-04-17 10:38:40, CO2=1037, PM2.5=15.9
2025-04-17 10:39:14, CO2=1037, PM2.5=15.3
2025-04-17 10:39:47, CO2=1038, PM2.5=14.8
2025-04-17 10:40:21, CO2=1039, PM2.5=15.5
2025-04-17 10:40:55, CO2=1041, PM2.5=15.8
2025-04-17 10:41:28, CO2=1043, PM2.5=14.8
2025-04-17 10:42:01, CO2=1044, PM2.5=15.1
2025-04-17 10:42:35, CO2=1043, PM2.5=14.9
2025-04-17 10:43:08, CO2=1045, PM2.5=14.3
2025-04-17 10:43:42, CO2=1046, PM2.5=16.8
2025-04-17 10:44:15, CO2=1048, PM2.5=16.3
2025-04-17 10:44:48, CO2=1049, PM2.5=15.4
2025-04-17 10:45:23, CO2=1050, PM2.5=15.7
2025-04-17 10:45:57, CO2=1055, PM2.5=15.5
2025-04-17 10:46:30, CO2=1056, PM2.5=15.5
2025-04-17 10:47:03, CO2=1060, PM2.5=14.9
2025-04-17 10:47:37, CO2=1060, PM2.5=15.5
2025-04-17 10:48:10, CO2=1061, PM2.5=15.9
2025-04-17 10:48:43, CO2=1063, PM2.5=16.8
2025-04-17 10:49:16, CO2=1063, PM2.5=15.7
2025-04-17 10:49:49, CO2=1066, PM2.5=15.1
2025-04-17 10:50:22, CO2=1069, PM2.5=15.0
2025-04-17 10:50:56, CO2=1072, PM2.5=15.6
2025-04-17 10:51:30, CO2=1073, PM2.5=15.8
2025-04-17 10:52:03, CO2=1075, PM2.5=14.8
2025-04-17 10:52:36, CO2=1076, PM2.5=15.1
2025-04-17 10:53:09, CO2=1076, PM2.5=15.1
2025-04-17 10:53:42, CO2=1076, PM2.5=15.1
2025-04-17 10:54:15, CO2=1075, PM2.5=17.2
2025-04-17 10:54:48, CO2=1075, PM2.5=16.8
2025-04-17 10:55:21, CO2=1074, PM2.5=14.9
2025-04-17 10:55:55, CO2=1075, PM2.5=14.6
2025-04-17 10:56:28, CO2=1075, PM2.5=14.6
2025-04-17 10:57:02, CO2=1076, PM2.5=15.2
2025-04-17 10:57:35, CO2=1076, PM2.5=14.6
2025-04-17 10:58:08, CO2=1080, PM2.5=16.2
2025-04-17 10:58:41, CO2=1099, PM2.5=15.2
2025-04-17 10:59:14, CO2=1111, PM2.5=14.8
2025-04-17 10:59:47, CO2=1110, PM2.5=14.8
2025-04-17 11:00:21, CO2=1104, PM2.5=15.4
2025-04-18 11:16:58, CO2=1029, PM2.5=21.3
2025-04-18 11:17:33, CO2=1027, PM2.5=21.6
2025-04-18 11:18:06, CO2=1024, PM2.5=21.5
2025-04-18 11:18:40, CO2=1028, PM2.5=21.6
2025-04-18 11:19:14, CO2=1029, PM2.5=20.3
2025-04-18 11:19:47, CO2=1030, PM2.5=21.0
2025-04-18 11:20:20, CO2=1034, PM2.5=21.5
2025-04-18 11:48:33, CO2=1589, PM2.5=23.4
2025-04-18 11:49:08, CO2=1304, PM2.5=20.8
2025-04-18 11:49:42, CO2=1129, PM2.5=19.8
2025-04-18 11:50:15, CO2=1085, PM2.5=20.5
2025-04-18 11:50:50, CO2=1081, PM2.5=19.8
2025-04-18 11:51:23, CO2=1082, PM2.5=20.2
2025-04-18 11:51:57, CO2=1082, PM2.5=19.2
2025-04-18 11:52:30, CO2=1081, PM2.5=19.0
2025-04-18 11:53:03, CO2=1078, PM2.5=19.7
2025-04-18 11:53:36, CO2=1075, PM2.5=21.0
2025-04-18 11:54:10, CO2=1073, PM2.5=20.5
2025-04-18 11:54:43, CO2=1073, PM2.5=19.4
2025-04-18 11:55:16, CO2=1072, PM2.5=18.5
2025-04-18 11:55:49, CO2=1071, PM2.5=18.2
2025-04-18 11:56:23, CO2=1071, PM2.5=18.8
2025-04-18 11:56:56, CO2=1070, PM2.5=18.8
2025-04-18 11:57:29, CO2=1070, PM2.5=18.8
2025-04-18 11:58:03, CO2=1070, PM2.5=18.0
2025-04-18 11:58:36, CO2=1068, PM2.5=19.7
2025-04-18 12:19:41, CO2=1092, PM2.5=17.9
2025-04-18 12:20:16, CO2=1091, PM2.5=17.1
2025-04-18 12:20:50, CO2=1091, PM2.5=18.3
2025-04-18 12:21:23, CO2=1090, PM2.5=19.3
2025-04-18 12:21:56, CO2=1091, PM2.5=18.7
2025-04-18 12:22:30, CO2=1096, PM2.5=18.9
2025-04-18 12:23:03, CO2=1099, PM2.5=19.9
2025-04-18 12:23:36, CO2=1104, PM2.5=19.4
2025-04-18 12:24:09, CO2=1108, PM2.5=19.4
2025-04-18 12:24:42, CO2=1107, PM2.5=19.0
2025-04-18 12:28:46, CO2=1104, PM2.5=18.7
2025-04-18 12:29:19, CO2=1094, PM2.5=18.8
2025-04-18 12:29:53, CO2=1092, PM2.5=18.7
2025-04-18 12:30:26, CO2=1090, PM2.5=19.8
2025-04-18 12:31:00, CO2=1089, PM2.5=18.8
2025-04-18 12:31:33, CO2=1087, PM2.5=17.5
2025-04-18 12:32:07, CO2=1086, PM2.5=18.0
2025-04-18 12:32:40, CO2=1087, PM2.5=18.1
2025-04-18 12:33:13, CO2=1086, PM2.5=17.7
2025-04-18 12:33:47, CO2=1085, PM2.5=18.6
2025-04-18 12:34:20, CO2=1074, PM2.5=18.1
2025-04-18 12:34:54, CO2=1071, PM2.5=18.0
2025-04-18 12:35:27, CO2=1067, PM2.5=18.5
2025-04-18 12:36:00, CO2=1059, PM2.5=19.4
2025-04-18 12:36:34, CO2=1054, PM2.5=17.9
2025-04-18 12:37:07, CO2=1053, PM2.5=18.0
2025-04-18 12:37:40, CO2=1049, PM2.5=18.7
2025-04-18 12:38:13, CO2=1048, PM2.5=19.5
2025-04-18 12:38:46, CO2=1046, PM2.5=18.9
2025-04-18 12:39:19, CO2=1044, PM2.5=18.8
2025-04-18 12:39:52, CO2=1045, PM2.5=19.5
2025-04-18 12:40:25, CO2=1043, PM2.5=19.7
2025-04-18 13:31:11, CO2=1005, PM2.5=21.5
2025-04-18 13:31:47, CO2=1013, PM2.5=20.8
2025-04-18 13:32:53, CO2=1022, PM2.5=24.0
2025-04-18 13:33:28, CO2=1030, PM2.5=23.0
2025-04-18 13:34:02, CO2=1032, PM2.5=21.8
2025-04-18 13:34:35, CO2=1032, PM2.5=22.2
2025-04-18 13:35:09, CO2=1036, PM2.5=21.8
2025-04-18 13:35:42, CO2=1038, PM2.5=20.2
2025-04-18 13:36:16, CO2=1040, PM2.5=21.0
2025-04-18 13:36:49, CO2=1040, PM2.5=21.8
2025-04-18 13:37:22, CO2=1040, PM2.5=20.5
2025-04-18 13:37:56, CO2=1040, PM2.5=22.3
2025-04-18 13:38:29, CO2=1039, PM2.5=22.8
2025-04-18 13:39:03, CO2=1037, PM2.5=21.5
2025-04-18 13:39:36, CO2=1036, PM2.5=23.3
2025-04-18 13:40:09, CO2=1036, PM2.5=21.9
2025-04-18 13:40:43, CO2=1036, PM2.5=21.5
2025-04-18 18:08:12, CO2=1136, PM2.5=16.2
2025-04-18 18:08:48, CO2=1133, PM2.5=15.9
2025-04-18 18:09:22, CO2=1130, PM2.5=15.9
2025-04-18 18:09:56, CO2=1127, PM2.5=15.8
2025-04-18 18:10:30, CO2=1115, PM2.5=15.1
2025-04-18 18:11:11, CO2=1104, PM2.5=16.7
2025-04-18 18:12:14, CO2=1098, PM2.5=15.5
2025-04-18 18:12:59, CO2=1097, PM2.5=14.7
2025-04-18 18:13:41, CO2=1097, PM2.5=15.6
2025-04-18 18:14:15, CO2=1107, PM2.5=15.7
2025-04-18 18:14:48, CO2=1112, PM2.5=15.8
2025-04-18 18:15:25, CO2=1115, PM2.5=15.8
2025-04-18 18:15:58, CO2=1114, PM2.5=15.2
2025-04-18 18:16:31, CO2=1113, PM2.5=17.2
2025-04-18 18:17:05, CO2=1113, PM2.5=15.3
2025-04-18 18:17:39, CO2=1112, PM2.5=15.3
2025-04-18 18:18:28, CO2=1110, PM2.5=15.9
2025-04-18 18:19:23, CO2=1103, PM2.5=16.0
2025-04-18 18:19:57, CO2=1098, PM2.5=15.9
2025-04-18 18:20:44, CO2=1088, PM2.5=16.4
2025-04-18 18:21:20, CO2=1079, PM2.5=16.5
2025-04-18 18:21:54, CO2=1078, PM2.5=15.1
2025-04-21 09:54:30, CO2=804, PM2.5=14.7
2025-04-21 09:55:05, CO2=804, PM2.5=14.3
2025-04-21 09:55:39, CO2=805, PM2.5=14.1
2025-04-21 09:56:13, CO2=806, PM2.5=14.8
2025-04-21 09:56:47, CO2=807, PM2.5=13.5
2025-04-21 09:57:21, CO2=808, PM2.5=14.7
2025-04-21 09:57:55, CO2=810, PM2.5=14.0
2025-04-21 09:58:29, CO2=812, PM2.5=14.9
2025-04-21 09:59:03, CO2=823, PM2.5=14.0
2025-04-21 09:59:38, CO2=829, PM2.5=13.6
2025-04-21 10:00:13, CO2=833, PM2.5=14.4
2025-04-21 10:00:47, CO2=836, PM2.5=14.8
2025-04-21 10:01:22, CO2=836, PM2.5=14.2
2025-04-21 10:01:57, CO2=836, PM2.5=14.7
2025-04-21 10:02:32, CO2=837, PM2.5=14.6
2025-04-21 10:03:06, CO2=840, PM2.5=14.6
2025-04-21 10:03:40, CO2=840, PM2.5=14.1
2025-04-21 10:04:15, CO2=840, PM2.5=14.7
2025-04-21 10:04:49, CO2=842, PM2.5=14.3
2025-04-21 10:05:23, CO2=841, PM2.5=13.8
2025-04-21 10:05:58, CO2=840, PM2.5=14.1
2025-04-21 10:06:32, CO2=842, PM2.5=14.1
2025-04-21 10:09:18, CO2=840, PM2.5=13.7
2025-04-21 10:10:59, CO2=847, PM2.5=14.1
2025-04-21 10:11:32, CO2=847, PM2.5=14.5
2025-04-21 10:12:06, CO2=850, PM2.5=14.4
2025-04-21 10:12:40, CO2=850, PM2.5=14.5
2025-04-21 10:13:13, CO2=849, PM2.5=14.2
2025-04-21 10:13:47, CO2=848, PM2.5=13.9
2025-04-21 10:14:21, CO2=852, PM2.5=14.3
2025-04-21 10:14:56, CO2=853, PM2.5=13.9
2025-04-21 10:15:31, CO2=853, PM2.5=13.9
2025-04-21 10:16:06, CO2=852, PM2.5=14.1
2025-04-21 10:16:40, CO2=852, PM2.5=13.6
2025-04-21 10:17:15, CO2=853, PM2.5=13.7
2025-04-21 10:17:50, CO2=855, PM2.5=13.7
2025-04-21 10:18:23, CO2=861, PM2.5=14.1
2025-04-21 10:18:58, CO2=864, PM2.5=13.1
2025-04-21 10:19:33, CO2=865, PM2.5=13.4
2025-04-21 10:20:07, CO2=865, PM2.5=14.0
2025-04-21 10:20:40, CO2=866, PM2.5=14.0
2025-04-21 10:21:15, CO2=867, PM2.5=13.9
2025-04-21 10:21:49, CO2=865, PM2.5=13.5
2025-04-21 10:22:57, CO2=864, PM2.5=14.0
2025-04-21 10:23:32, CO2=864, PM2.5=13.8
2025-04-21 10:24:07, CO2=864, PM2.5=13.9
2025-04-21 10:24:43, CO2=868, PM2.5=13.7
2025-04-21 10:25:25, CO2=867, PM2.5=12.5
2025-04-21 10:26:02, CO2=870, PM2.5=13.9
2025-04-21 10:26:37, CO2=871, PM2.5=13.9
2025-04-21 10:27:10, CO2=870, PM2.5=13.9
2025-04-21 10:27:44, CO2=872, PM2.5=13.8
2025-04-21 10:28:19, CO2=876, PM2.5=14.1
2025-04-21 10:28:53, CO2=877, PM2.5=13.9
2025-04-21 10:29:43, CO2=877, PM2.5=14.7
2025-04-21 10:30:25, CO2=877, PM2.5=13.8
2025-04-21 10:31:04, CO2=878, PM2.5=14.0
2025-04-21 10:36:00, CO2=887, PM2.5=13.3
2025-04-21 10:36:34, CO2=886, PM2.5=13.4
2025-04-21 10:37:21, CO2=882, PM2.5=13.7
2025-04-21 10:37:55, CO2=886, PM2.5=13.5
2025-04-21 10:38:48, CO2=888, PM2.5=13.3
2025-04-21 10:39:22, CO2=888, PM2.5=13.9
2025-04-21 10:39:56, CO2=889, PM2.5=13.6
2025-04-21 10:40:54, CO2=889, PM2.5=13.6
2025-04-21 10:41:38, CO2=890, PM2.5=13.6
2025-04-21 10:42:18, CO2=889, PM2.5=13.6
2025-04-21 10:42:55, CO2=889, PM2.5=13.9
2025-04-21 10:43:44, CO2=893, PM2.5=14.2
2025-04-21 10:44:26, CO2=893, PM2.5=13.9
2025-04-21 10:45:03, CO2=895, PM2.5=13.6
2025-04-21 10:46:08, CO2=897, PM2.5=13.5
2025-04-21 10:46:40, CO2=894, PM2.5=12.8
2025-04-21 10:47:13, CO2=894, PM2.5=14.1
2025-04-21 10:47:47, CO2=895, PM2.5=13.2
2025-04-21 10:48:25, CO2=895, PM2.5=13.6
2025-04-21 10:49:12, CO2=896, PM2.5=13.4
2025-04-21 10:49:50, CO2=895, PM2.5=13.5
2025-04-21 10:50:31, CO2=892, PM2.5=13.7
2025-04-21 10:51:02, CO2=892, PM2.5=13.8
2025-04-21 10:51:44, CO2=893, PM2.5=13.5
2025-04-21 10:52:30, CO2=893, PM2.5=14.4
2025-04-21 10:53:08, CO2=891, PM2.5=14.0
2025-04-21 10:53:47, CO2=891, PM2.5=14.1
2025-04-21 10:54:28, CO2=891, PM2.5=13.8
2025-04-21 10:55:07, CO2=892, PM2.5=13.7
2025-04-21 10:55:54, CO2=892, PM2.5=14.1
2025-04-21 10:56:26, CO2=892, PM2.5=14.0
2025-04-21 10:56:59, CO2=893, PM2.5=14.1
2025-04-21 10:57:36, CO2=894, PM2.5=14.2
2025-04-21 10:58:09, CO2=903, PM2.5=14.1
2025-04-21 10:58:43, CO2=912, PM2.5=14.2
2025-04-21 10:59:16, CO2=919, PM2.5=13.8
2025-04-21 10:59:49, CO2=918, PM2.5=13.9
2025-04-21 11:00:35, CO2=912, PM2.5=13.4
2025-04-21 11:01:30, CO2=905, PM2.5=13.8
2025-04-21 11:02:10, CO2=899, PM2.5=13.4
2025-04-21 11:02:50, CO2=898, PM2.5=14.2
2025-04-21 11:03:33, CO2=897, PM2.5=13.9
2025-04-21 11:04:08, CO2=896, PM2.5=14.0
2025-04-21 11:04:42, CO2=894, PM2.5=13.8
2025-04-21 11:05:15, CO2=895, PM2.5=14.0
2025-04-21 11:05:51, CO2=892, PM2.5=14.0
2025-04-21 11:06:28, CO2=895, PM2.5=13.8
2025-04-21 11:07:01, CO2=898, PM2.5=13.8
2025-04-21 11:07:36, CO2=897, PM2.5=14.2
2025-04-21 11:08:07, CO2=895, PM2.5=14.2
2025-04-21 11:08:40, CO2=900, PM2.5=14.0
2025-04-21 11:09:14, CO2=899, PM2.5=13.8
2025-04-21 11:09:48, CO2=900, PM2.5=13.3
2025-04-21 11:10:20, CO2=900, PM2.5=13.5
2025-04-21 11:10:51, CO2=901, PM2.5=13.9
2025-04-21 11:11:25, CO2=902, PM2.5=14.2
2025-04-21 11:11:58, CO2=902, PM2.5=13.8
2025-04-21 11:12:31, CO2=903, PM2.5=14.1
2025-04-21 11:13:06, CO2=903, PM2.5=13.8
2025-04-21 11:13:40, CO2=903, PM2.5=13.6
2025-04-21 11:14:13, CO2=903, PM2.5=14.3
2025-04-21 11:14:46, CO2=903, PM2.5=13.8
2025-04-21 11:15:35, CO2=903, PM2.5=14.1
2025-04-21 11:16:13, CO2=903, PM2.5=13.5
2025-04-21 11:16:46, CO2=902, PM2.5=14.2
2025-04-21 11:17:20, CO2=900, PM2.5=13.5
2025-04-21 11:17:56, CO2=901, PM2.5=13.9
2025-04-21 11:18:36, CO2=899, PM2.5=13.8
2025-04-21 11:19:10, CO2=899, PM2.5=13.5
2025-04-21 11:19:50, CO2=899, PM2.5=13.9
2025-04-21 11:20:24, CO2=896, PM2.5=14.0
2025-04-21 11:20:57, CO2=898, PM2.5=13.6
2025-04-21 11:21:32, CO2=897, PM2.5=13.9
2025-04-21 11:22:06, CO2=899, PM2.5=13.7
2025-04-21 11:22:46, CO2=900, PM2.5=14.1
2025-04-21 11:23:22, CO2=900, PM2.5=13.6
2025-04-21 11:23:54, CO2=903, PM2.5=14.0
2025-04-21 11:24:27, CO2=904, PM2.5=13.9
2025-04-21 11:24:52, CO2=905, PM2.5=13.9
2025-04-21 11:25:41, CO2=906, PM2.5=14.1
2025-04-21 11:26:44, CO2=903, PM2.5=14.2
2025-04-21 11:27:20, CO2=905, PM2.5=14.1
2025-04-21 11:27:56, CO2=903, PM2.5=14.6
2025-04-21 11:28:30, CO2=903, PM2.5=14.1
2025-04-21 11:29:09, CO2=901, PM2.5=13.4
2025-04-21 11:29:50, CO2=896, PM2.5=13.9
2025-04-21 11:30:36, CO2=895, PM2.5=13.8
2025-04-21 11:31:21, CO2=895, PM2.5=13.9
2025-04-21 11:31:53, CO2=894, PM2.5=14.3
2025-04-21 11:32:33, CO2=895, PM2.5=14.5
2025-04-21 11:33:11, CO2=896, PM2.5=14.4
2025-04-21 11:33:44, CO2=895, PM2.5=14.0
2025-04-21 11:34:22, CO2=898, PM2.5=13.9
2025-04-21 11:34:56, CO2=905, PM2.5=14.6
2025-04-21 11:35:38, CO2=906, PM2.5=14.5
2025-04-21 11:36:19, CO2=908, PM2.5=14.2
2025-04-21 11:36:51, CO2=908, PM2.5=14.0
2025-04-21 11:37:24, CO2=908, PM2.5=14.2
2025-04-21 11:37:57, CO2=910, PM2.5=14.1
2025-04-21 11:38:30, CO2=912, PM2.5=14.4
2025-04-21 11:39:03, CO2=914, PM2.5=14.0
2025-04-21 11:39:36, CO2=915, PM2.5=15.2
2025-04-21 11:40:12, CO2=917, PM2.5=14.3
2025-04-21 11:40:51, CO2=916, PM2.5=14.5
2025-04-21 11:42:10, CO2=918, PM2.5=14.6
2025-04-21 11:43:22, CO2=920, PM2.5=13.9
2025-04-21 11:44:08, CO2=920, PM2.5=14.0
2025-04-21 11:58:47, CO2=911, PM2.5=14.8
2025-04-21 11:59:21, CO2=909, PM2.5=14.6
2025-04-21 11:59:55, CO2=910, PM2.5=14.2
2025-04-21 12:00:34, CO2=909, PM2.5=14.5
2025-04-21 12:01:15, CO2=908, PM2.5=14.2
2025-04-21 12:01:55, CO2=909, PM2.5=14.9
2025-04-21 12:02:29, CO2=910, PM2.5=14.6
2025-04-21 12:03:07, CO2=916, PM2.5=14.0
2025-04-21 12:03:47, CO2=918, PM2.5=15.1
2025-04-21 12:04:29, CO2=920, PM2.5=14.9
2025-04-21 12:05:03, CO2=918, PM2.5=14.6
2025-04-21 12:05:37, CO2=916, PM2.5=15.5
2025-04-21 12:06:14, CO2=915, PM2.5=14.9
2025-04-21 12:06:56, CO2=911, PM2.5=15.1
2025-04-21 12:07:33, CO2=909, PM2.5=14.8
2025-04-21 12:08:09, CO2=910, PM2.5=14.1
2025-04-21 12:08:59, CO2=909, PM2.5=14.3
2025-04-21 12:09:51, CO2=909, PM2.5=14.4
2025-04-21 12:10:26, CO2=908, PM2.5=15.5
2025-04-21 12:11:05, CO2=908, PM2.5=14.5
2025-04-21 12:11:45, CO2=909, PM2.5=15.3
2025-04-21 12:12:25, CO2=909, PM2.5=14.6
2025-04-21 12:13:02, CO2=910, PM2.5=15.2
2025-04-21 12:13:46, CO2=909, PM2.5=14.5
2025-04-21 12:14:21, CO2=910, PM2.5=14.6
2025-04-21 12:14:54, CO2=910, PM2.5=14.9
2025-04-21 12:15:29, CO2=910, PM2.5=15.3
2025-04-21 12:16:12, CO2=909, PM2.5=14.3
2025-04-21 12:17:01, CO2=913, PM2.5=14.6
2025-04-21 12:17:35, CO2=912, PM2.5=15.0
2025-04-21 12:18:08, CO2=912, PM2.5=14.2
<<<<<<< Updated upstream
2025-04-21 12:20:31, CO2=911, PM2.5=14.4
=======
2025-04-21 12:19:26, CO2=911, PM2.5=15.2
>>>>>>> Stashed changes
2025-04-21 12:21:05, CO2=910, PM2.5=14.9
2025-04-21 12:21:55, CO2=911, PM2.5=15.0
2025-04-21 12:22:31, CO2=912, PM2.5=14.7
2025-04-21 12:23:29, CO2=914, PM2.5=14.8
2025-04-21 12:24:46, CO2=913, PM2.5=15.0
2025-04-21 12:25:50, CO2=913, PM2.5=14.8
2025-04-21 12:26:28, CO2=912, PM2.5=15.1
2025-04-21 12:27:33, CO2=912, PM2.5=15.5
2025-04-21 12:28:57, CO2=912, PM2.5=14.4
2025-04-21 12:29:34, CO2=912, PM2.5=14.9
2025-04-21 12:30:47, CO2=912, PM2.5=15.7
2025-04-21 12:31:28, CO2=912, PM2.5=14.9
2025-04-22T10:26:33.164836+00:00 | CO2=866.6 ppm | PM2.5=15.61 μg/m³
2025-04-22T10:27:12.092735+00:00 | CO2=865.6 ppm | PM2.5=16.14 μg/m³
2025-04-22T10:27:50.987976+00:00 | CO2=866.6 ppm | PM2.5=16.82 μg/m³
2025-04-22T10:28:24.652075+00:00 | CO2=866.6 ppm | PM2.5=16.61 μg/m³
2025-04-22T10:29:01.356345+00:00 | CO2=866.6 ppm | PM2.5=15.61 μg/m³
2025-04-22T10:29:41.852129+00:00 | CO2=865.6 ppm | PM2.5=17.18 μg/m³
2025-04-22T10:30:23.723731+00:00 | CO2=862.6 ppm | PM2.5=17.08 μg/m³
2025-04-22T10:30:58.124784+00:00 | CO2=863.6 ppm | PM2.5=15.77 μg/m³
2025-04-22T10:31:34.475586+00:00 | CO2=864.6 ppm | PM2.5=16.72 μg/m³
2025-04-22T10:32:07.627766+00:00 | CO2=864.6 ppm | PM2.5=16.51 μg/m³
2025-04-22T10:32:44.268671+00:00 | CO2=864.6 ppm | PM2.5=17.13 μg/m³
2025-04-22T10:33:23.676589+00:00 | CO2=864.6 ppm | PM2.5=15.82 μg/m³
2025-04-22T10:33:57.547366+00:00 | CO2=865.6 ppm | PM2.5=15.51 μg/m³
2025-04-22T10:34:33.067437+00:00 | CO2=865.6 ppm | PM2.5=16.3 μg/m³
2025-04-22T10:35:13.771199+00:00 | CO2=865.6 ppm | PM2.5=17.46 μg/m³
2025-04-22T10:35:46.860466+00:00 | CO2=865.6 ppm | PM2.5=16.77 μg/m³
2025-04-22T10:36:19.594851+00:00 | CO2=865.6 ppm | PM2.5=16.25 μg/m³
